单位编码,单位名称,医院项目编码,医院项目名称,国标编码,国标名称,备注
,南京江宁卫生信息平台,Z35.208,具有死产史或新生儿死亡史的妊娠监督,Z35.200,具有其他不良生殖或产科病史者的妊娠监督,
,南京江宁卫生信息平台,Z96.752,具有其他骨和腱的植入物,Z96.700,具有其他骨和腱的植入物,
,南京江宁卫生信息平台,Z96.851,其他特指具有功能性植入物,Z96.800,具有其他特指的功能性植入物,
,南京江宁卫生信息平台,Z97.851,具有其他特指装置,Z97.800,具有其他特指的装置,
,南京江宁卫生信息平台,Z95.451,其他心脏瓣膜置换,Z95.400,具有其他心脏瓣膜置换,
,南京江宁卫生信息平台,Z95.851,其他心脏和血管植入物和移植物,Z95.800,具有其他心脏和血管植入物和移植物,
,南京江宁卫生信息平台,Z35.351,具有缺乏产前医疗照顾病史者的妊娠监督,Z35.300,具有缺乏产前医疗照顾病史者的妊娠监督,
,南京江宁卫生信息平台,Z96.351,人工喉,Z96.300,具有人工喉,
,南京江宁卫生信息平台,Z97.051,眼球假体植入术后状态,Z97.000,具有人工眼,
,南京江宁卫生信息平台,Z97.151,股骨头置换术后状态,Z97.100,具有人工肢体(完全)(部分),
,南京江宁卫生信息平台,Z35.103,具有绒毛膜上皮性疾病史的妊娠,Z35.103,具有绒毛膜上皮性疾病史者的妊娠监督,
,南京江宁卫生信息平台,Z35.201,具有胎儿畸形史的妊娠,Z35.201,具有胎儿畸形史妊娠监督,
,南京江宁卫生信息平台,Z35.206,具有胎死宫内史的妊娠,Z35.203,具有胎死宫内史妊娠监督,
,南京江宁卫生信息平台,Z97.451,具有外部助听器,Z97.400,具有外部助听器,
,南京江宁卫生信息平台,Z35.203,具有先天愚型儿史的妊娠监督,Z35.205,具有先天愚型儿史妊娠监督,
,南京江宁卫生信息平台,Z95.951,心脏和血管植入物和移植物 NOS,Z95.900,具有心脏和血管植入物和移植物,
,南京江宁卫生信息平台,Z95.001,安装心脏起搏器状态,Z95.000,具有心脏起搏器,
,南京江宁卫生信息平台,Z35.205,具有新生儿溶血史的妊娠,Z35.206,具有新生儿溶血史妊娠监督,
,南京江宁卫生信息平台,Z96.551,牙根和下颌骨植入物,Z96.500,具有牙根和下颌骨植入物,
,南京江宁卫生信息平台,Z97.351,具有眼镜和接触镜,Z97.300,具有眼镜和接触镜,
,南京江宁卫生信息平台,Z96.151,眼内晶状体,Z96.100,具有眼内晶状体,
,南京江宁卫生信息平台,Z96.152,假晶状体,Z96.100,具有眼内晶状体,
,南京江宁卫生信息平台,Z35.207,具有异位妊娠史的妊娠,Z35.207,具有异位妊娠史妊娠监督,
,南京江宁卫生信息平台,Z95.351,异种心脏瓣膜,Z95.300,具有异种心脏瓣膜,
,南京江宁卫生信息平台,Z95.151,主动脉冠状动脉搭挢术移植物,Z95.100,具有主动脉冠状动脉搭桥术移植物,
,南京江宁卫生信息平台,O26.351,输卵管内避孕器放置失败引起的妊娠,O26.300,具有子宫内避孕装置的妊娠,
,南京江宁卫生信息平台,O26.352,子宫内避孕器失败引起的妊娠,O26.300,具有子宫内避孕装置的妊娠,
,南京江宁卫生信息平台,S92.101,距骨骨折,S92.100,距骨骨折,
,南京江宁卫生信息平台,S92.103,距骨体骨折,S92.100,距骨骨折,
,南京江宁卫生信息平台,S92.102,距骨颈骨折,S92.101,距骨颈骨折,
,南京江宁卫生信息平台,H33.001,锯齿缘离断,H33.002,锯齿缘离断,
,南京江宁卫生信息平台,H33.051,视网膜锯齿缘断离,H33.002,锯齿缘离断,
,南京江宁卫生信息平台,L70.151,聚会性痤疮,L70.100,聚会性痤疮,
,南京江宁卫生信息平台,H44.501,绝对期青光眼,H44.501,绝对期青光眼,
,南京江宁卫生信息平台,D51.351,绝对素食者的贫血,D51.301,绝对素食者贫血,
,南京江宁卫生信息平台,N95.051,绝经期后出血,N95.000,绝经后出血,
,南京江宁卫生信息平台,M81.095,绝经后骨质疏松,M81.000,绝经后骨质疏松,
,南京江宁卫生信息平台,M80.095,绝经后骨质疏松伴病理性骨折,M80.000,绝经后骨质疏松伴有病理性骨折,
,南京江宁卫生信息平台,N92.403,绝经期出血,N92.401,绝经期出血,
,南京江宁卫生信息平台,N95.151,绝经期眩晕,N95.900,绝经期和围绝经期的疾患,
,南京江宁卫生信息平台,N95.951,绝经期疾患 NOS,N95.900,绝经期和围绝经期的疾患,
,南京江宁卫生信息平台,N95.851,其他特指绝经期疾患,N95.800,绝经期和围绝经期的疾患，其他特指的,
,南京江宁卫生信息平台,N92.401,更年期月经过多,N92.400,绝经前期出血过多,
,南京江宁卫生信息平台,N92.402,绝经前期出血,N92.400,绝经前期出血过多,
,南京江宁卫生信息平台,Z30.201,绝育,Z30.200,绝育,
,南京江宁卫生信息平台,Z30.251,人工流产后绝育,Z30.200,绝育,
,南京江宁卫生信息平台,Z30.252,为结扎输卵管或输精管而住院,Z30.200,绝育,
,南京江宁卫生信息平台,Z10.251,军队的常规一般性健康查体,Z10.200,军队的常规一般性健康查体,
,南京江宁卫生信息平台,A48.101,军团病,A48.100,军团病,
,南京江宁卫生信息平台,A48.151+,军团肺炎,A48.100,军团病,
,南京江宁卫生信息平台,O65.151,骨盆均小引起的梗阻性分娩,O65.100,均小骨盆引起的梗阻性分娩,
,南京江宁卫生信息平台,A49.901,菌血症 NOS,A49.901,菌血症,
,南京江宁卫生信息平台,L81.351,咖啡斑,L81.300,咖啡牛乳色斑,
,南京江宁卫生信息平台,L81.352,牛奶斑,L81.300,咖啡牛乳色斑,
,南京江宁卫生信息平台,T43.652,咖啡因意外中毒 (X41.953),T43.601,咖啡因中毒,
,南京江宁卫生信息平台,C46.901,卡波西肉瘤 NOS (M91400/3),C46.900,卡波西肉瘤,
,南京江宁卫生信息平台,C46.751,其他部位的卡波西肉瘤 (M91400/3),C46.700,卡波西肉瘤，其他部位的,
,南京江宁卫生信息平台,B00.001,卡波西(济)氏水痘样疹,B00.001,卡波西水疱样疹,
,南京江宁卫生信息平台,H49.851,卡恩斯－塞尔综合征,H49.801,卡恩斯-塞尔综合征,
,南京江宁卫生信息平台,E23.002,卡尔曼氏综合征[嗅觉缺失-性腺机能减退],E23.001,卡尔曼综合征,
,南京江宁卫生信息平台,T42.101,卡马西平中毒,T42.101,卡马西平中毒,
,南京江宁卫生信息平台,T42.102,卡马西平自杀 (X61.954),T42.101,卡马西平中毒,
,南京江宁卫生信息平台,D69.801,Kasabach-Merritt综合征,D69.801,卡-梅综合征,
,南京江宁卫生信息平台,M12.191,大骨节病[卡斯钦-贝克病],M12.100,卡斯钦-贝克病\[大骨节病\],
,南京江宁卫生信息平台,Q89.351,卡尔塔热内氏综合征或卡塔格内三联征,Q89.301,卡塔格内综合征,
,南京江宁卫生信息平台,S02.211,鼻骨开放性骨折,S02.211,开放性鼻骨骨折,
,南京江宁卫生信息平台,S82.011,开放性髌骨骨折,S82.010,开放性髌骨骨折,
,南京江宁卫生信息平台,S52.2151,尺骨骨干开放性骨折,S52.210,开放性尺骨干骨折,
,南京江宁卫生信息平台,S52.211,尺骨开放性骨折,S52.211,开放性尺骨骨折,
,南京江宁卫生信息平台,S52.4151,桡、尺骨开放性骨折,S52.711,开放性尺骨桡骨骨折,
,南京江宁卫生信息平台,S52.711,尺桡骨开放性骨折,S52.711,开放性尺骨桡骨骨折,
,南京江宁卫生信息平台,S32.5151,耻骨开放性骨折,S32.510,开放性耻骨骨折,
,南京江宁卫生信息平台,S01.502,唇开放性伤口,S01.504,开放性唇部损伤,
,南京江宁卫生信息平台,S36.1151,胆管损伤伴通入体腔开放性伤口,S36.112,开放性胆管损伤,
,南京江宁卫生信息平台,S36.1054,胆总管损伤,S36.113,开放性胆总管损伤,
,南京江宁卫生信息平台,S32.1151,骶骨开放性骨折,S32.110,开放性骶骨骨折,
,南京江宁卫生信息平台,S02.011,顶骨开放性骨折,S02.012,开放性顶骨骨折,
,南京江宁卫生信息平台,T02.311,单侧下肢多发性开放性骨折,T02.310,开放性多发性单下肢骨折,
,南京江宁卫生信息平台,S02.712,颅骨多发性开放性骨折,S02.712,开放性多发性颅骨骨折,
,南京江宁卫生信息平台,T02.5151,双侧下肢多个部位开放性骨折,T02.510,开放性多发性双下肢骨折,
,南京江宁卫生信息平台,S02.012,额骨开放性骨折,S02.011,开放性额骨骨折,
,南京江宁卫生信息平台,S82.4151,腓骨开放性骨折,S82.410,开放性腓骨骨折,
,南京江宁卫生信息平台,S27.311,开放性肺内异物,S27.312,开放性肺内异物,
,南京江宁卫生信息平台,S27.312,开放性肺破裂,S27.311,开放性肺破裂,
,南京江宁卫生信息平台,S27.3152,肺裂伤,S27.310,开放性肺特指损伤,
,南京江宁卫生信息平台,S27.3153,肺损伤伴开放性伤口,S27.310,开放性肺特指损伤,
,南京江宁卫生信息平台,S31.801,腹部开放性伤口,S31.801,开放性腹部损伤,
,南京江宁卫生信息平台,S31.851,腹部开放性伤口伴异物,S31.801,开放性腹部损伤,
,南京江宁卫生信息平台,S31.151,腹股沟开放性伤口,S31.102,开放性腹股沟损伤,
,南京江宁卫生信息平台,S31.152,腹股沟开放性伤口伴并发症,S31.102,开放性腹股沟损伤,
,南京江宁卫生信息平台,S36.811,开放性腹膜后血肿,S36.813,开放性腹膜后血肿,
,南京江宁卫生信息平台,S36.8151,腹膜血肿伴开放性伤口,S36.813,开放性腹膜后血肿,
,南京江宁卫生信息平台,S36.8152,腹膜后腔血肿伴开放性伤口,S36.813,开放性腹膜后血肿,
,南京江宁卫生信息平台,S36.111,开放性肝破裂,S36.110,开放性肝破裂,
,南京江宁卫生信息平台,S31.352,睾丸破裂,S31.301,开放性睾丸损伤,
,南京江宁卫生信息平台,S27.811,开放性膈破裂,S27.812,开放性膈破裂,
,南京江宁卫生信息平台,S92.011,跟骨开放性骨折,S92.010,开放性跟骨骨折,
,南京江宁卫生信息平台,S42.311,肱骨(干)开放性骨折,S42.310,开放性肱骨干骨折,
,南京江宁卫生信息平台,S42.211,肱骨上端开放性骨折,S42.210,开放性肱骨上端骨折,
,南京江宁卫生信息平台,S42.411,肱骨下端开放性骨折,S42.410,开放性肱骨下端骨折,
,南京江宁卫生信息平台,S72.3151,股骨干开放性骨折,S72.310,开放性股骨干骨折,
,南京江宁卫生信息平台,S72.911,股骨开放性骨折,S72.910,开放性股骨骨折,
,南京江宁卫生信息平台,S72.0151,股骨头开放性骨折,S72.010,开放性股骨颈骨折,
,南京江宁卫生信息平台,S72.0152,髋骨开放性骨折,S72.010,开放性股骨颈骨折,
,南京江宁卫生信息平台,S72.411,股骨下端开放性骨折,S72.410,开放性股骨下端骨折,
,南京江宁卫生信息平台,S32.8151,骨盆开放性骨折,S32.812,开放性骨盆骨折,
,南京江宁卫生信息平台,T14.2150,身体骨的开放性骨折 NOS,T14.210,开放性骨折,
,南京江宁卫生信息平台,S11.002,喉开放性伤口,S11.002,开放性喉损伤,
,南京江宁卫生信息平台,S11.054,喉刺伤,S11.002,开放性喉损伤,
,南京江宁卫生信息平台,S31.001,会阴部开放性伤口,S31.003,开放性会阴损伤,
,南京江宁卫生信息平台,T08.X151,脊柱开放性骨折,T08.x10,开放性脊柱骨折,
,南京江宁卫生信息平台,S42.9151,肩开放性骨折,S42.910,开放性肩骨折,
,南京江宁卫生信息平台,S42.1151,肩胛骨开放性骨折,S42.110,开放性肩胛骨骨折,
,南京江宁卫生信息平台,S36.511,开放性结肠破裂,S36.511,开放性结肠破裂,
,南京江宁卫生信息平台,S11.055,开放性气管断裂,S11.003,开放性颈部气管断裂,
,南京江宁卫生信息平台,S12.9151,颈椎开放性骨折,S12.910,开放性颈椎骨折,
,南京江宁卫生信息平台,S82.211,胫腓骨开放性骨折,S82.212,开放性胫腓骨干骨折,
,南京江宁卫生信息平台,S82.212,胫骨开放性骨折,S82.211,开放性胫骨骨折,
,南京江宁卫生信息平台,S82.1151,胫骨上端开放性骨折,S82.110,开放性胫骨上端骨折,
,南京江宁卫生信息平台,S06.3151,矢状窦破裂伴开放性颅内伤口,S06.310,开放性局灶性脑损伤,
,南京江宁卫生信息平台,S92.1151,距骨开放性骨折,S92.110,开放性距骨骨折,
,南京江宁卫生信息平台,S36.411,开放性空肠破裂,S36.413,开放性空肠破裂,
,南京江宁卫生信息平台,S36.4151,空肠断裂伴开放性伤口,S36.413,开放性空肠破裂,
,南京江宁卫生信息平台,S22.311,肋骨开放性骨折,S22.310,开放性肋骨骨折,
,南京江宁卫生信息平台,S02.111,颅底开放性骨折,S02.111,开放性颅底骨骨折,
,南京江宁卫生信息平台,S02.911,颅骨开放性骨折 NOS,S02.911,开放性颅骨骨折,
,南京江宁卫生信息平台,S06.9061,创伤性脑损伤,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9151,顶骨骨折伴开放性颅内损伤,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9152,额骨骨折伴开放性颅内损伤,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9153,颅骨多发性骨折伴开放性颅内损伤,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9154,颅骨多发性开放性骨折伴开放性颅内损伤,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9155,脑内异物伴开放性伤口,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9156,颅内开放性损伤伴颅骨骨折,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9157,颅内异物伴开放性伤口,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9158,开放性颅内损伤,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9159,颅内枪弹伤,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.9160,创伤性脑损伤伴开放性颅内伤口,S06.910,开放性颅内损伤,
,南京江宁卫生信息平台,S06.911,开放性颅内异物,S01.801,开放性颅内异物,
,南京江宁卫生信息平台,S01.802,面部开放性伤口,S01.803,开放性面部损伤,
,南京江宁卫生信息平台,S06.8151,脑出血伴开放性颅内伤口,S06.811,开放性脑出血,
,南京江宁卫生信息平台,S06.211,开放性脑挫伤,S06.211,开放性脑挫伤,
,南京江宁卫生信息平台,S82.511,内踝开放性骨折,S82.510,开放性内踝骨折,
,南京江宁卫生信息平台,S37.3151,尿道损伤伴通入体腔开放性伤口,S37.310,开放性尿道损伤,
,南京江宁卫生信息平台,S37.201,开放性膀胱破裂,S37.211,开放性膀胱破裂,
,南京江宁卫生信息平台,S36.011,开放性脾破裂,S36.011,开放性脾破裂,
,南京江宁卫生信息平台,S11.001,气管开放性伤口,S11.001,开放性气管损伤,
,南京江宁卫生信息平台,S27.011,开放性气胸,S27.010,开放性气胸,
,南京江宁卫生信息平台,S32.311,开放性髂骨骨折,S32.310,开放性髂骨骨折,
,南京江宁卫生信息平台,S42.3151,创伤性一侧上臂断离,S51.901,开放性前臂损伤,
,南京江宁卫生信息平台,S51.903,前臂裂伤伴感染,S51.901,开放性前臂损伤,
,南京江宁卫生信息平台,S51.951,前臂开放性外伤伴异物,S51.901,开放性前臂损伤,
,南京江宁卫生信息平台,S02.411,颧骨开放性骨折,S02.412,开放性颧骨骨折,
,南京江宁卫生信息平台,S52.3151,桡骨骨干开放性骨折,S52.310,开放性桡骨干骨折,
,南京江宁卫生信息平台,S52.511,桡骨下端开放性骨折[科雷氏骨折],S52.510,开放性桡骨下端骨折,
,南京江宁卫生信息平台,S82.8151,三踝开放性骨折,S82.811,开放性三踝骨折,
,南京江宁卫生信息平台,T14.151,身体开放性伤口(切割伤)(撕裂伤)(动物咬伤) NOS,T14.100,开放性伤口,
,南京江宁卫生信息平台,T14.152,身体动物咬伤 NOS,T14.100,开放性伤口,
,南京江宁卫生信息平台,S02.412,上颌骨开放性骨折,S02.411,开放性上颌骨骨折,
,南京江宁卫生信息平台,T10.X151,上肢开放性骨折，不明确的,T10.x10,开放性上肢骨折,
,南京江宁卫生信息平台,S01.501,舌开放性伤口,S01.502,开放性舌部损伤,
,南京江宁卫生信息平台,S37.011,开放性肾破裂,S37.011,开放性肾破裂,
,南京江宁卫生信息平台,S37.004,肾开放性损伤,S37.010,开放性肾损伤,
,南京江宁卫生信息平台,S37.0151,肾损伤伴通入体腔开放性伤口,S37.010,开放性肾损伤,
,南京江宁卫生信息平台,S36.412,开放性十二指肠破裂,S36.412,开放性十二指肠破裂,
,南京江宁卫生信息平台,S37.111,开放性输尿管断裂,S37.111,开放性输尿管断裂,
,南京江宁卫生信息平台,S82.812,双踝开放性骨折,S82.812,开放性双踝骨折,
,南京江宁卫生信息平台,S42.7151,锁骨、肩胛骨和肱骨多处开放性骨折,S42.710,开放性锁骨、肩胛骨和肱骨多处骨折,
,南京江宁卫生信息平台,S42.011,锁骨开放性骨折,S42.010,开放性锁骨骨折,
,南京江宁卫生信息平台,S92.511,趾骨开放性骨折,S92.510,开放性特指趾骨骨折,
,南京江宁卫生信息平台,S31.002,臀部开放性伤口,S31.004,开放性臀部损伤,
,南京江宁卫生信息平台,S82.611,外踝开放性骨折,S82.610,开放性外踝骨折,
,南京江宁卫生信息平台,S62.111,腕骨开放性骨折,S62.111,开放性腕骨骨折,
,南京江宁卫生信息平台,S62.8151,腕部的开放性骨折,S62.810,开放性腕和手其他和未特指部位骨折,
,南京江宁卫生信息平台,S62.8152,手和腕骨开放性骨折,S62.810,开放性腕和手其他和未特指部位骨折,
,南京江宁卫生信息平台,S32.2151,尾骨开放性骨折,S32.210,开放性尾骨骨折,
,南京江宁卫生信息平台,S36.311,开放性胃破裂,S36.310,开放性胃破裂,
,南京江宁卫生信息平台,S02.611,下颌骨开放性骨折,S02.611,开放性下颌骨骨折,
,南京江宁卫生信息平台,S72.4151,髁状突开放性骨折,S02.611,开放性下颌骨骨折,
,南京江宁卫生信息平台,S82.811,踝关节开放性骨折,S82.810,开放性小腿特指部位骨折,
,南京江宁卫生信息平台,T06.501,开放性胸腹损伤,T01.101,开放性胸腹损伤,
,南京江宁卫生信息平台,S22.2151,胸骨开放性骨折,S22.210,开放性胸骨骨折,
,南京江宁卫生信息平台,S22.011,胸椎开放性骨折,S22.010,开放性胸椎骨折,
,南京江宁卫生信息平台,S27.211,血气胸伴开放性伤口,S27.210,开放性血气胸,
,南京江宁卫生信息平台,S27.1151,血胸伴胸腔开放性伤口,S27.110,开放性血胸,
,南京江宁卫生信息平台,S02.8151,牙槽开放性骨折,S02.812,开放性牙槽骨骨折,
,南京江宁卫生信息平台,S01.102,创伤性眼睑异物,S01.102,开放性眼睑异物,
,南京江宁卫生信息平台,S31.052,腰背部开放性伤口伴并发症,S31.005,开放性腰背部损伤,
,南京江宁卫生信息平台,S31.053,腰部开放性伤口,S31.005,开放性腰背部损伤,
,南京江宁卫生信息平台,S31.054,腰部开放性伤口伴异物,S31.005,开放性腰背部损伤,
,南京江宁卫生信息平台,S32.0151,腰椎开放性骨折,S32.010,开放性腰椎骨折,
,南京江宁卫生信息平台,S36.2151,胰腺损伤伴通入体腔开放性伤口,S36.210,开放性胰损伤,
,南京江宁卫生信息平台,S52.0151,鹰嘴尖开放性骨折,S52.011,开放性鹰嘴骨折,
,南京江宁卫生信息平台,S62.311,掌骨开放性骨折,S62.311,开放性掌骨骨折,
,南京江宁卫生信息平台,S92.311,跖骨开放性骨折,S92.310,开放性跖骨骨折,
,南京江宁卫生信息平台,S62.611,指骨开放性骨折,S62.611,开放性指骨骨折,
,南京江宁卫生信息平台,S37.6151,子宫损伤伴通入体腔开放性伤口,S37.610,开放性子宫损伤,
,南京江宁卫生信息平台,S91.302,足开放性外伤,S91.301,开放性足损伤,
,南京江宁卫生信息平台,D07.402,增殖性红斑,D07.401,凯拉增殖性红斑,
,南京江宁卫生信息平台,D07.451,凯拉增殖性红斑原位癌,D07.401,凯拉增殖性红斑,
,南京江宁卫生信息平台,Z92.551,康复措施个人史,Z92.500,康复措施个人史,
,南京江宁卫生信息平台,A77.151,康诺尔于立克次体斑疹热,A77.100,康诺尔立克次体性斑疹热,
,南京江宁卫生信息平台,B36.002,糠秕孢子性毛囊炎,B36.001,糠秕孢子性毛囊炎,
,南京江宁卫生信息平台,T37.551,抗病毒药中毒,T37.500,抗病毒药中毒,
,南京江宁卫生信息平台,T38.651,抗促性腺激素药、抗雌激素药、抗雄激素药中毒，NEC,T38.600,抗促性腺激素药、抗雌激素药、抗雄激素药中毒，不可归类在他处者,
,南京江宁卫生信息平台,T44.051,抗胆碱酯酶剂中毒,T44.000,抗胆碱酯酶剂中毒,
,南京江宁卫生信息平台,T37.101,异烟肼[雷米封]自杀 (X64.953),T37.100,抗分枝杆菌药中毒,
,南京江宁卫生信息平台,T48.551,抗感冒药中毒,T48.500,抗感冒药中毒,
,南京江宁卫生信息平台,Z88.351,其他抗感染制剂过敏个人史,Z88.300,抗感染制剂过敏个人史，其他的,
,南京江宁卫生信息平台,T46.551,复降片中毒,T46.500,"抗高血压药中毒，其他的,不可归类在他处者",
,南京江宁卫生信息平台,T46.553,胍乙啶中毒,T46.500,"抗高血压药中毒，其他的,不可归类在他处者",
,南京江宁卫生信息平台,T46.554,罗芙木中毒,T46.500,"抗高血压药中毒，其他的,不可归类在他处者",
,南京江宁卫生信息平台,T46.651,抗高脂血症和抗动脉硬化药中毒,T46.600,抗高脂血症和抗动脉硬化药中毒,
,南京江宁卫生信息平台,T45.051,抗过敏药和止吐药中毒,T45.000,抗过敏药和止吐药中毒,
,南京江宁卫生信息平台,E54.X01,坏血病,E54.x00,抗坏血酸缺乏,
,南京江宁卫生信息平台,E54.X02,维生素Ｃ缺乏[抗坏血酸缺乏],E54.x00,抗坏血酸缺乏,
,南京江宁卫生信息平台,E54.X51,婴儿坏血病[巴洛氏病、奇德尔病],E54.x00,抗坏血酸缺乏,
,南京江宁卫生信息平台,T38.251,抗甲状腺药中毒,T38.200,抗甲状腺药中毒,
,南京江宁卫生信息平台,T43.502,安宁意外中毒,T43.500,抗精神病药和精神安定剂中毒，其他和未特指的,
,南京江宁卫生信息平台,T43.503,安宁自杀 (X61.964),T43.500,抗精神病药和精神安定剂中毒，其他和未特指的,
,南京江宁卫生信息平台,T43.551,其他和未特指抗精神病药和精神安定剂中毒,T43.500,抗精神病药和精神安定剂中毒，其他和未特指的,
,南京江宁卫生信息平台,T43.552,抗忧郁药意外中毒 (X41.954),T43.500,抗精神病药和精神安定剂中毒，其他和未特指的,
,南京江宁卫生信息平台,T46.851,抗静脉曲张药中毒，包括硬化剂,T46.800,抗静脉曲张药(包括硬化剂)中毒,
,南京江宁卫生信息平台,E22.201,抗利尿激素分泌异常综合征,E22.200,抗利尿激素分泌不足综合征,
,南京江宁卫生信息平台,T45.502,抗凝血药意外中毒 (X44.974),T45.500,抗凝剂中毒,
,南京江宁卫生信息平台,T45.751,抗凝拮抗剂、维生素Ｋ和其他凝血药中毒,T45.700,抗凝拮抗剂、维生素K和其他凝血药中毒,
,南京江宁卫生信息平台,D68.351,抗凝血酶增多,D68.302,抗凝血酶增多导致的出血症,
,南京江宁卫生信息平台,T37.251,抗菌素疟疾和对其他血液原生物有作用的药中毒,T37.200,抗疟疾和对其他血液原虫有作用的药中毒,
,南京江宁卫生信息平台,T42.851,抗震颤麻痹药和其他中枢神经系统肌肉张力抑制剂中毒,T42.800,抗帕金森病药和其他中枢神经系统肌肉张力抑制剂中毒,
,南京江宁卫生信息平台,T42.852,金刚烷胺中毒,T42.800,抗帕金森病药和其他中枢神经系统肌肉张力抑制剂中毒,
,南京江宁卫生信息平台,T42.853,左旋多巴意外中毒 (X41.966),T42.800,抗帕金森病药和其他中枢神经系统肌肉张力抑制剂中毒,
,南京江宁卫生信息平台,Z88.151,其他抗生素制剂过敏个人史,Z88.100,抗生素制剂过敏个人史，其他的,
,南京江宁卫生信息平台,T47.151,胃复安[灭吐灵]中毒 (X44.960),T47.100,抗酸药和抗胃分泌药中毒，其他的,
,南京江宁卫生信息平台,T47.152,其他抗酸药和抗胃分泌药中毒,T47.100,抗酸药和抗胃分泌药中毒，其他的,
,南京江宁卫生信息平台,D80.902,体液免疫缺乏,D80.900,抗体缺陷为主的免疫缺陷,
,南京江宁卫生信息平台,D80.951,抗体缺陷为主的未特指的免疫缺陷,D80.900,抗体缺陷为主的免疫缺陷,
,南京江宁卫生信息平台,D80.851,抗体缺陷为主的其他免疫缺陷,D80.800,抗体缺陷为主的其他免疫缺陷,
,南京江宁卫生信息平台,D80.852,Ｋ轻链缺乏,D80.800,抗体缺陷为主的其他免疫缺陷,
,南京江宁卫生信息平台,R76.051,抗体滴度增高,R76.000,抗体效价增高,
,南京江宁卫生信息平台,T48.651,复方氯喘片中毒 (X44.968),T48.600,抗哮喘药中毒，不可归类在他处者,
,南京江宁卫生信息平台,T48.652,舒喘宁中毒,T48.600,抗哮喘药中毒，不可归类在他处者,
,南京江宁卫生信息平台,R79.801,抗心磷脂综合征,D68.601,抗心磷脂抗体综合征,
,南京江宁卫生信息平台,T46.251,乙胺碘肤酮[胺碘达隆]中毒,T46.200,"抗心律障碍药中毒，其他的,不可归类在他处者",
,南京江宁卫生信息平台,T43.251,其他和未特指抗抑郁药中毒,T43.200,抗抑郁药中毒，其他和未特指的,
,南京江宁卫生信息平台,T37.351,其他抗原生动物药中毒,T37.300,抗原虫药中毒，其他的,
,南京江宁卫生信息平台,T45.151,正定霉素[道诺霉素]中毒,T45.100,抗肿瘤药和免疫抑制剂中毒,
,南京江宁卫生信息平台,T45.152,斑蝥意外中毒,T45.100,抗肿瘤药和免疫抑制剂中毒,
,南京江宁卫生信息平台,T54.301,苛性碱意外中毒 (X49.957),T54.301,苛性碱中毒,
,南京江宁卫生信息平台,B34.102,柯萨奇病毒感染,B34.101,柯萨奇病毒感染,
,南京江宁卫生信息平台,J20.351,柯萨奇病毒引起的急性支气管炎,J20.300,柯萨奇病毒急性支气管炎,
,南京江宁卫生信息平台,H35.003,科茨氏病[渗出性视网膜病],H35.005,科茨病,
,南京江宁卫生信息平台,H16.301,科根氏综合征(间质性角膜炎综合征),H16.303,科根综合征,
,南京江宁卫生信息平台,Q87.154,科凯恩综合征,Q87.103,科凯恩综合征,
,南京江宁卫生信息平台,A93.251,科罗拉多蜱热,A93.200,科罗拉多蜱热,
,南京江宁卫生信息平台,D70.X51,婴儿遗传性粒细胞缺乏[科斯特曼病],D70.x03,科斯特曼病,
,南京江宁卫生信息平台,R05.X01,咳嗽,R05.x00,咳嗽,
,南京江宁卫生信息平台,R05.X51,过敏性咳嗽,R05.x00,咳嗽,
,南京江宁卫生信息平台,R05.X02,咳嗽晕厥综合症,R05.x01,咳嗽晕厥综合征,
,南京江宁卫生信息平台,R05.X52,咳嗽晕厥,R05.x01,咳嗽晕厥综合征,
,南京江宁卫生信息平台,R19.251,蠕动过强,R19.200,可见性蠕动,
,南京江宁卫生信息平台,T40.551,可卡因中毒,T40.500,可卡因中毒,
,南京江宁卫生信息平台,T46.552,可乐定中毒,T46.501,可乐定中毒,
,南京江宁卫生信息平台,Z03.151,可疑恶性肿瘤的观察,Z03.100,可疑恶性肿瘤的观察,
,南京江宁卫生信息平台,Z03.951,可疑疾病和情况的观察 NOS,Z03.900,可疑疾病和情况的观察,
,南京江宁卫生信息平台,Z03.851,其他可疑疾病和情况的观察,Z03.800,可疑疾病和情况的观察，其他的,
,南京江宁卫生信息平台,Z03.051,可疑结核病的观察,Z03.000,可疑结核病的观察,
,南京江宁卫生信息平台,Z03.251,可疑精神和行为障碍的观察,Z03.200,可疑精神和行为障碍的观察,
,南京江宁卫生信息平台,Z03.252,不善社交的行为观察,Z03.200,可疑精神和行为障碍的观察,
,南京江宁卫生信息平台,Z03.253,帮伙行为观察,Z03.200,可疑精神和行为障碍的观察,
,南京江宁卫生信息平台,Z03.254,商店偷窃观察,Z03.200,可疑精神和行为障碍的观察,
